id_candidato,anios_experiencia,nivel_educativo,skills_deseables_ratio,peso_certificaciones,decision_final
2772,7.3,universitario,0.47,13,0
3819,4.1,terciario,0.43,8,0
444,0.9,secundario,0.02,0,0
3101,5.8,universitario,0.65,5,0
3240,5.5,terciario,0.8,12,0
535,0.3,secundario,0.12,3,0
2004,0.4,universitario,0.68,1,0
3905,20.0,universitario,0.66,8,1
4877,1.0,universitario,0.91,21,1
2170,0.3,universitario,0.74,4,0
1638,0.6,universitario,0.59,4,0
2353,0.5,universitario,0.59,1,0
2447,0.5,universitario,0.56,3,0
1618,0.8,universitario,0.44,0,0
1066,0.7,secundario,0.27,0,0
4507,17.9,terciario,0.74,6,0
629,0.9,secundario,0.21,2,0
277,1.0,terciario,0.24,1,0
3583,5.2,universitario,0.52,6,1
2644,7.4,terciario,0.68,11,1
5036,1.2,universitario,0.95,22,1
673,0.2,secundario,0.28,0,0
2400,0.2,universitario,0.69,3,0
3609,8.4,terciario,0.65,10,1
2560,0.6,universitario,0.64,1,0
3710,8.4,terciario,0.58,5,1
4655,0.5,universitario,1.0,23,1
2309,0.7,universitario,0.75,0,0
4821,1.3,universitario,0.9,25,0
2856,4.0,terciario,0.69,6,0
484,1.2,secundario,0.29,0,0
953,0.0,secundario,0.16,0,0
1981,0.3,universitario,0.65,1,0
471,0.0,secundario,0.21,2,0
2479,0.5,universitario,0.72,1,0
4424,21.1,universitario,0.58,2,1
1206,1.0,secundario,0.04,2,0
3514,3.0,terciario,0.67,10,1
4047,10.0,terciario,0.72,6,1
1437,0.4,secundario,0.07,1,0
2290,0.7,universitario,0.75,1,0
4695,0.7,universitario,0.9,22,1
2420,0.3,universitario,0.59,0,0
4806,1.7,universitario,0.98,22,1
3811,5.0,terciario,0.56,10,1
4949,0.8,universitario,0.98,21,1
1272,1.7,secundario,0.27,2,0
4426,16.7,terciario,0.78,4,1
2795,5.0,universitario,0.68,6,1
1523,1.5,secundario,0.06,0,0
2442,0.4,universitario,0.42,3,0
2752,9.2,terciario,0.71,10,1
4256,22.9,terciario,0.7,5,1
1565,0.1,secundario,0.22,0,0
975,0.4,secundario,0.32,1,0
3440,3.0,terciario,0.63,5,0
4441,21.1,terciario,0.79,3,1
1352,0.8,secundario,0.01,1,0
2449,0.6,universitario,0.71,0,0
941,0.6,secundario,0.14,2,0
4669,0.4,universitario,1.0,24,1
682,1.5,secundario,0.21,0,0
305,0.9,terciario,0.14,0,0
1742,0.6,universitario,0.56,0,0
2115,0.4,universitario,0.59,2,0
1006,1.4,secundario,0.13,2,0
732,0.8,secundario,0.15,0,0
3465,4.6,terciario,0.69,7,0
2075,0.3,universitario,0.6,2,0
263,0.3,secundario,0.09,1,0
3273,8.5,universitario,0.55,13,0
3713,5.5,terciario,0.8,15,1
4776,0.8,universitario,0.9,23,1
718,0.8,terciario,0.22,0,0
4169,18.6,universitario,0.64,5,1
1532,1.5,secundario,0.19,1,0
648,0.3,secundario,0.15,2,0
3435,6.7,universitario,0.6,15,0
4647,1.3,universitario,0.94,22,1
4324,15.5,terciario,0.81,2,1
2488,0.6,universitario,0.48,2,0
4344,19.6,terciario,0.67,0,1
4096,15.2,universitario,0.67,0,1
4166,16.6,universitario,0.86,4,1
1962,0.5,universitario,0.75,2,0
741,0.4,secundario,0.23,0,0
4003,10.2,universitario,0.86,4,0
738,1.3,secundario,0.04,1,0
4363,17.6,universitario,0.57,13,1
4011,21.8,universitario,0.76,6,1
3087,3.8,universitario,0.84,5,0
2197,0.0,universitario,0.61,0,0
4712,1.4,universitario,1.0,22,1
3176,8.6,terciario,0.7,16,1
3775,9.3,terciario,0.58,11,1
2942,8.2,terciario,0.78,8,0
1022,0.9,terciario,0.28,1,0
647,0.0,secundario,0.19,1,0
3767,4.3,terciario,0.8,10,0
2001,0.5,universitario,0.58,0,0
2129,0.6,universitario,0.68,0,0
2402,0.5,universitario,0.58,1,0
1986,0.5,universitario,0.66,2,0
1743,0.5,universitario,0.54,3,0
3610,8.9,universitario,0.77,8,0
4910,1.4,universitario,0.92,23,0
2198,0.5,universitario,0.48,1,0
4458,11.5,universitario,0.76,8,1
3889,18.7,terciario,0.87,6,1
4595,16.0,universitario,0.72,5,1
5068,0.3,universitario,0.9,25,1
937,0.6,secundario,0.28,1,0
702,1.7,secundario,0.01,1,0
2285,0.5,universitario,0.37,2,0
3966,18.7,terciario,0.72,7,1
2582,0.4,universitario,0.66,0,0
4408,13.0,terciario,0.89,12,1
1683,0.4,universitario,0.75,1,0
4367,16.0,universitario,0.73,0,1
2634,6.1,terciario,0.51,5,1
2826,5.4,universitario,0.83,12,1
1171,0.1,secundario,0.39,1,0
1876,0.2,universitario,0.63,1,0
4909,0.9,universitario,0.93,22,1
1384,1.3,secundario,0.09,0,0
3151,5.4,universitario,0.73,9,0
4854,1.0,universitario,0.91,22,0
1937,0.8,universitario,0.59,2,0
4343,19.2,universitario,0.71,5,1
1120,1.3,secundario,0.21,2,1
4234,12.9,universitario,0.73,4,1
1427,1.4,secundario,0.18,0,0
576,1.4,secundario,0.09,0,0
4372,17.2,terciario,0.58,0,1
1752,0.7,universitario,0.65,2,0
4099,21.8,terciario,0.95,6,1
4568,19.1,universitario,0.81,10,1
2711,6.4,terciario,0.73,12,1
2577,1.0,universitario,0.56,1,0
2684,8.7,universitario,0.52,5,0
1474,1.6,secundario,0.07,0,0
840,1.0,secundario,0.33,0,0
3719,9.0,terciario,0.6,12,0
2541,0.5,universitario,0.75,0,0
968,0.0,secundario,0.22,2,0
1241,0.3,secundario,0.32,1,0
1098,1.2,secundario,0.21,0,0
1438,1.3,secundario,0.3,1,0
642,0.1,secundario,0.36,1,0
1200,0.5,secundario,0.17,0,0
1233,0.8,secundario,0.38,0,0
4165,19.2,terciario,0.9,5,1
2816,6.9,universitario,0.65,5,1
2359,0.5,universitario,0.6,2,0
4851,1.0,universitario,0.91,24,0
160,0.5,secundario,0.33,0,0
2984,5.6,terciario,0.58,17,0
2039,0.7,universitario,0.65,0,0
2677,8.5,terciario,0.53,12,0
5037,1.3,universitario,0.91,22,1
1179,0.4,secundario,0.35,1,0
3350,7.8,terciario,0.52,9,0
3228,6.2,universitario,0.68,11,0
2589,0.6,universitario,0.63,0,0
1041,0.7,terciario,0.4,0,0
1181,1.0,terciario,0.11,1,0
288,0.1,secundario,0.21,1,0
2735,9.4,universitario,0.52,9,0
2186,0.8,universitario,0.72,0,0
2350,0.2,universitario,0.48,1,0
4991,0.8,universitario,0.9,23,1
2124,0.6,universitario,0.67,1,0
3640,8.8,terciario,0.53,8,0
4149,13.0,universitario,0.89,3,1
3707,8.7,universitario,0.85,12,1
327,0.0,terciario,0.29,2,0
4948,1.2,universitario,0.98,22,0
2030,0.5,universitario,0.75,2,0
3156,6.3,universitario,0.57,13,0
4590,10.1,terciario,0.75,0,1
1505,1.1,terciario,0.23,1,0
2280,0.4,universitario,0.63,4,0
798,1.1,terciario,0.15,0,0
1225,1.1,secundario,0.09,2,0
3462,8.7,terciario,0.7,17,1
4236,19.4,terciario,0.79,9,1
1879,0.4,universitario,0.55,3,0
2959,7.8,terciario,0.61,8,0
1138,0.7,secundario,0.08,1,0
4557,11.8,terciario,0.72,6,1
2357,0.5,universitario,0.63,0,0
414,0.1,secundario,0.22,0,0
2382,0.5,universitario,0.59,4,1
1517,0.0,secundario,0.16,0,0
1137,0.0,secundario,0.18,1,0
2260,0.4,universitario,0.59,2,0
4264,18.0,terciario,0.49,6,1
1855,0.4,universitario,0.53,0,0
3213,7.2,universitario,0.7,12,1
2914,10.0,terciario,0.85,6,0
2799,8.0,universitario,0.71,12,1
3308,4.6,terciario,0.57,10,1
4451,22.9,terciario,0.65,7,1
3532,4.9,terciario,0.71,12,1
1607,0.0,universitario,0.51,2,0
2024,0.7,universitario,0.62,3,0
549,1.0,secundario,0.12,0,0
4229,22.5,universitario,0.77,2,1
2629,3.6,terciario,0.72,5,0
5070,1.9,universitario,1.0,23,1
2890,8.4,terciario,0.47,12,0
462,0.2,secundario,0.06,0,0
2284,0.2,universitario,0.64,2,0
1235,0.1,terciario,0.28,0,0
3981,19.2,terciario,0.69,3,1
2256,0.5,universitario,0.65,0,0
1931,0.7,universitario,0.67,2,0
1154,0.3,terciario,0.33,0,0
123,0.6,secundario,0.24,0,0
2167,0.6,universitario,0.55,0,0
1754,0.8,universitario,0.41,3,0
2688,8.3,terciario,0.55,12,1
3311,5.7,universitario,0.57,11,0
4403,22.1,universitario,0.64,5,1
4137,13.3,universitario,0.68,0,1
2426,0.5,universitario,0.69,4,0
561,0.9,secundario,0.12,0,0
1168,1.3,terciario,0.19,1,0
188,0.3,secundario,0.35,0,0
1531,0.9,secundario,0.02,0,0
2748,3.7,universitario,0.66,16,0
383,0.6,secundario,0.14,2,0
563,2.0,terciario,0.1,3,0
313,0.9,secundario,0.26,0,0
2600,0.0,universitario,0.74,3,0
1469,0.9,secundario,0.06,0,0
335,1.2,secundario,0.38,0,0
2871,8.0,universitario,0.52,6,0
698,0.0,secundario,0.26,0,0
4521,16.6,universitario,0.73,3,1
2351,0.7,universitario,0.54,1,0
4132,20.7,universitario,0.83,4,1
2384,0.7,universitario,0.65,3,0
763,0.9,secundario,0.3,0,0
5064,0.5,universitario,1.0,22,1
2386,0.6,universitario,0.58,5,0
4817,0.6,universitario,0.9,22,1
3294,5.4,terciario,0.72,5,1
2604,9.9,universitario,0.85,11,1
4144,17.8,terciario,0.9,3,1
880,0.7,secundario,0.07,0,0
4120,15.8,universitario,0.67,8,1
3527,3.0,terciario,0.66,8,0
4407,25.0,terciario,0.58,11,1
3297,3.7,terciario,0.65,6,1
4936,0.7,universitario,1.0,21,0
786,1.0,secundario,0.12,2,0
3270,6.4,terciario,0.8,10,1
4027,22.4,terciario,0.71,6,1
3535,3.0,terciario,0.67,5,0
2272,0.4,universitario,0.7,1,0
3790,6.4,terciario,0.84,9,1
1951,0.5,universitario,0.75,0,0
588,0.6,secundario,0.09,1,0
1789,0.2,universitario,0.57,0,0
2331,0.5,universitario,0.69,1,0
3365,6.7,universitario,0.75,13,0
2421,0.4,universitario,0.75,2,0
883,0.9,secundario,0.29,1,0
622,1.7,secundario,0.22,1,0
623,1.0,secundario,0.19,0,0
2938,4.0,universitario,0.69,7,0
4640,1.1,universitario,0.9,21,1
2499,0.5,universitario,0.58,3,0
2308,0.8,universitario,0.61,4,0
3578,10.0,universitario,0.58,5,0
3653,6.2,terciario,0.7,7,1
4188,16.9,terciario,0.85,2,1
2923,4.4,terciario,0.62,7,0
1612,0.8,universitario,0.6,0,0
1983,0.5,universitario,0.64,2,0
752,0.9,secundario,0.21,0,0
5031,0.8,universitario,0.92,21,1
3190,7.5,universitario,0.75,12,0
470,0.9,secundario,0.07,1,0
5098,0.8,universitario,0.92,21,1
219,0.9,secundario,0.13,0,0
3421,5.7,terciario,0.76,10,0
3135,8.1,terciario,0.74,5,0
2317,0.8,universitario,0.68,3,0
3643,7.0,universitario,0.74,10,0
1714,0.5,universitario,0.62,2,0
3252,8.0,terciario,0.73,7,1
1063,0.4,terciario,0.2,0,0
2611,9.5,terciario,0.7,12,0
3932,17.7,terciario,0.73,1,1
2924,4.7,terciario,0.67,5,0
4444,16.5,terciario,0.98,1,1
3133,5.4,universitario,0.75,5,0
2516,0.2,universitario,0.61,4,0
4755,1.4,universitario,0.9,20,0
4337,20.3,universitario,0.71,12,1
2286,0.5,universitario,0.63,0,0
3770,5.1,universitario,0.71,13,1
2138,0.4,universitario,0.55,2,0
4463,21.9,universitario,0.54,2,1
873,1.0,secundario,0.11,1,0
1385,0.7,secundario,0.23,0,0
4704,1.1,universitario,0.91,22,1
4895,1.2,universitario,0.9,23,1
1515,1.0,terciario,0.14,1,0
1335,0.5,secundario,0.17,0,0
2800,3.0,universitario,0.74,6,0
536,1.3,secundario,0.09,0,0
1775,0.7,universitario,0.54,1,0
466,0.5,secundario,0.18,0,0
2750,5.8,universitario,0.59,11,0
332,1.0,secundario,0.25,0,0
4368,16.3,universitario,0.69,0,1
4142,16.3,universitario,0.89,4,1
4500,10.4,terciario,0.78,2,0
508,0.3,secundario,0.28,1,0
2191,0.5,universitario,0.54,3,0
187,0.3,secundario,0.31,0,0
945,0.9,secundario,0.27,0,0
1132,0.2,terciario,0.16,0,0
2956,6.1,universitario,0.7,15,1
4210,17.6,universitario,0.87,2,0
4497,14.0,terciario,0.55,12,1
3994,18.7,terciario,0.85,6,1
2759,7.7,universitario,0.85,11,1
956,1.9,secundario,0.01,0,0
179,1.4,secundario,0.17,0,0
2348,0.3,universitario,0.5,5,0
4671,1.5,universitario,0.99,24,1
3757,3.6,terciario,0.68,6,0
4252,25.4,universitario,0.72,3,1
3479,6.6,terciario,0.85,5,0
2380,0.5,universitario,0.65,2,0
2699,6.1,universitario,0.68,9,0
4260,21.3,terciario,0.87,3,1
3971,11.8,terciario,0.76,0,0
3529,9.7,universitario,0.85,5,1
2277,0.4,universitario,0.75,1,0
525,0.8,secundario,0.02,2,0
493,0.6,secundario,0.18,1,0
4827,1.5,universitario,0.97,23,1
3794,6.1,universitario,0.59,10,0
205,0.7,secundario,0.36,1,0
4095,14.6,universitario,0.69,9,1
4513,16.7,terciario,0.73,7,1
2049,0.4,universitario,0.66,2,0
1560,0.7,secundario,0.2,0,0
3358,5.7,universitario,0.48,11,0
2904,5.0,terciario,0.83,11,0
2807,4.2,universitario,0.59,6,1
4890,1.2,universitario,1.0,24,1
1688,0.6,universitario,0.52,3,0
3760,3.0,universitario,0.71,9,0
1832,0.5,universitario,0.59,3,0
4865,1.3,universitario,0.99,23,0
4325,21.6,universitario,0.75,3,1
3782,4.3,universitario,0.76,9,0
1892,0.8,universitario,0.55,0,0
2456,0.6,universitario,0.54,1,0
2041,0.1,universitario,0.43,4,0
803,1.0,secundario,0.13,0,1
2543,0.3,universitario,0.61,1,0
4476,23.8,terciario,0.73,7,1
597,1.4,terciario,0.12,1,0
565,1.1,secundario,0.18,1,0
4172,14.9,terciario,0.8,3,1
4434,19.4,terciario,0.77,6,1
273,0.8,secundario,0.19,0,0
5044,1.2,universitario,0.9,22,1
4897,0.5,universitario,1.0,22,1
2641,4.6,terciario,0.61,6,1
3363,7.4,terciario,0.4,11,1
4781,1.4,universitario,0.95,22,1
2361,0.4,universitario,0.56,0,0
2213,0.1,universitario,0.52,0,0
1001,1.2,terciario,0.28,2,0
1547,2.3,terciario,0.32,1,0
3674,8.5,universitario,0.85,6,1
842,0.6,secundario,0.25,0,0
2394,0.6,universitario,0.69,0,0
2553,0.5,universitario,0.64,0,0
2723,5.3,terciario,0.67,9,1
4179,17.0,terciario,0.58,8,1
1307,1.6,secundario,0.11,0,0
610,0.4,secundario,0.21,1,0
2721,7.5,terciario,0.8,7,1
2903,6.4,terciario,0.85,15,1
3414,6.2,terciario,0.62,8,0
1650,0.5,universitario,0.63,1,1
4664,1.3,universitario,0.97,21,1
2303,0.2,universitario,0.63,3,0
2667,9.5,terciario,0.58,14,0
3993,15.0,terciario,0.63,5,0
2145,0.6,universitario,0.63,5,0
868,1.0,secundario,0.17,0,0
4973,0.8,universitario,0.91,25,0
3839,4.4,terciario,0.64,8,1
522,0.5,terciario,0.16,0,0
224,1.5,secundario,0.21,0,0
4263,16.3,terciario,0.79,0,1
2729,7.0,terciario,0.58,20,0
920,0.8,terciario,0.14,0,0
1504,1.5,secundario,0.21,0,0
1483,0.7,secundario,0.13,0,0
2249,0.7,universitario,0.53,1,0
1676,0.5,universitario,0.4,4,0
1739,0.7,universitario,0.54,0,0
1896,0.7,universitario,0.56,2,0
4916,1.3,universitario,1.0,22,1
500,0.3,terciario,0.27,0,0
2411,0.3,universitario,0.61,4,0
983,1.4,secundario,0.13,1,0
5074,0.8,universitario,0.95,23,1
2998,5.7,universitario,0.69,7,1
1453,1.0,secundario,0.12,1,0
2843,5.1,universitario,0.66,11,0
4651,1.0,universitario,0.98,21,1
2231,0.3,universitario,0.56,3,0
1083,1.1,secundario,0.15,0,0
557,0.3,secundario,0.18,0,0
4220,18.3,terciario,0.7,6,1
1180,0.4,secundario,0.08,1,0
2051,0.5,universitario,0.62,1,0
4415,10.0,terciario,0.65,10,1
790,0.2,secundario,0.14,0,0
2530,0.6,universitario,0.5,2,0
742,1.0,secundario,0.4,1,0
2493,0.1,universitario,0.67,5,0
2054,0.5,universitario,0.61,4,0
2849,5.2,terciario,0.57,11,0
4414,18.3,terciario,0.81,5,1
3536,6.3,universitario,0.62,8,0
3437,4.5,terciario,0.71,6,0
4867,0.9,universitario,0.9,23,1
3471,7.2,universitario,0.61,9,0
1985,0.2,universitario,0.55,3,0
490,0.2,secundario,0.19,1,0
2595,0.2,universitario,0.68,5,0
3979,23.8,terciario,0.8,9,1
3957,16.7,terciario,0.7,12,1
946,0.5,secundario,0.18,1,0
643,0.5,secundario,0.18,0,0
192,1.0,secundario,0.21,1,0
3990,15.6,universitario,0.71,8,1
2080,0.8,universitario,0.5,1,0
2913,6.5,terciario,0.75,18,0
4183,19.4,terciario,0.71,5,1
3003,4.5,universitario,0.67,12,0
2630,6.8,universitario,0.7,7,0
1777,0.8,universitario,0.62,1,0
1149,1.3,terciario,0.34,0,0
2061,0.4,universitario,0.66,5,0
2631,3.8,universitario,0.63,5,0
4093,10.0,terciario,0.73,1,1
338,1.3,secundario,0.28,0,0
3198,6.5,universitario,0.85,11,1
3589,3.4,universitario,0.78,8,1
1234,1.0,secundario,0.06,2,0
1906,0.7,universitario,0.53,2,0
4418,12.6,terciario,0.93,2,1
264,1.5,terciario,0.07,0,0
3593,4.7,universitario,0.75,9,0
4810,1.3,universitario,0.9,22,1
4731,0.9,universitario,1.0,22,1
3554,7.0,universitario,0.51,11,0
3300,5.1,universitario,0.56,18,0
3735,4.6,terciario,0.75,13,1
4040,12.1,terciario,0.67,5,1
1912,0.5,universitario,0.73,3,0
3750,4.5,universitario,0.79,10,1
4150,24.2,terciario,0.82,0,1
1529,1.1,secundario,0.12,1,0
3714,9.5,terciario,0.55,5,1
3232,4.6,universitario,0.66,12,1
3497,6.9,universitario,0.66,13,0
4561,15.6,universitario,0.85,3,1
4750,1.3,universitario,0.9,25,0
2921,4.9,terciario,0.61,11,0
1553,1.0,terciario,0.15,0,0
694,1.1,secundario,0.03,0,0
142,0.4,secundario,0.18,0,0
661,1.3,secundario,0.12,0,0
3374,5.5,universitario,0.72,15,1
3345,7.4,terciario,0.84,14,1
344,1.1,secundario,0.14,0,0
1440,1.2,secundario,0.24,0,0
2881,5.0,terciario,0.64,6,0
3288,10.0,universitario,0.6,11,1
3900,18.0,universitario,0.66,4,1
1543,0.9,terciario,0.22,0,0
362,1.6,terciario,0.33,0,0
2865,4.6,terciario,0.59,6,1
1790,0.3,universitario,0.75,2,0
1826,0.5,universitario,0.58,3,0
4893,1.1,universitario,1.0,21,0
935,1.4,secundario,0.39,0,0
1967,0.6,universitario,0.56,1,0
2597,0.7,universitario,0.63,2,0
2111,0.6,universitario,0.65,3,0
441,0.6,secundario,0.22,1,0
3089,5.2,terciario,0.63,8,1
1702,0.6,universitario,0.7,0,0
3976,18.0,universitario,0.75,9,1
4795,0.7,universitario,0.9,21,1
581,1.3,terciario,0.28,0,0
2926,7.6,terciario,0.74,16,0
4430,15.7,terciario,0.8,10,1
3641,9.6,terciario,0.61,17,0
4739,0.9,universitario,1.0,21,0
3147,8.0,terciario,0.74,7,1
4091,16.0,terciario,0.72,13,1
1867,0.6,universitario,0.75,2,0
4574,11.8,terciario,0.7,6,0
2554,0.4,universitario,0.45,2,0
2978,4.6,terciario,0.77,12,0
3916,21.0,terciario,0.56,6,1
4117,14.1,universitario,0.79,2,1
4778,0.6,universitario,0.97,22,1
3780,8.2,terciario,0.55,12,0
1372,0.0,terciario,0.03,2,0
3178,5.4,terciario,0.79,7,1
4602,1.4,universitario,0.93,23,1
3195,3.3,terciario,0.57,12,0
4754,1.8,universitario,0.98,25,0
448,1.5,secundario,0.21,2,0
3982,12.9,universitario,0.66,1,1
4724,1.0,universitario,0.9,23,1
2663,5.4,universitario,0.65,5,1
4691,0.9,universitario,0.92,23,1
1524,0.6,secundario,0.17,0,0
757,0.7,secundario,0.23,0,0
2203,0.7,universitario,0.75,1,0
733,0.8,terciario,0.18,1,0
2993,4.3,terciario,0.55,7,1
2594,0.7,universitario,0.46,0,0
2766,8.6,terciario,0.77,16,1
4116,13.9,terciario,0.75,6,1
3763,7.8,terciario,0.7,5,0
3408,6.2,universitario,0.58,13,0
3197,6.3,universitario,0.76,16,1
4020,14.3,terciario,0.94,5,1
2601,3.0,universitario,0.63,18,0
1566,1.1,secundario,0.19,1,0
2934,5.4,terciario,0.73,13,0
216,1.2,terciario,0.28,0,0
1922,0.4,universitario,0.59,1,1
1595,0.2,secundario,0.29,0,0
2502,0.3,universitario,0.65,1,0
1333,0.9,secundario,0.14,0,0
2762,5.5,terciario,0.69,12,0
4201,18.6,universitario,0.73,3,1
4674,1.0,universitario,0.94,21,1
1254,1.9,secundario,0.26,1,0
3949,11.5,terciario,0.73,5,1
158,1.0,secundario,0.28,0,0
4205,21.8,terciario,0.84,9,0
4389,21.7,universitario,0.61,2,1
5046,1.1,universitario,0.96,22,1
1836,0.8,universitario,0.7,2,0
2297,0.3,universitario,0.64,2,0
3654,7.7,universitario,0.62,9,0
2576,0.5,universitario,0.46,1,0
2665,6.5,universitario,0.61,5,0
3259,6.0,universitario,0.8,12,1
4135,21.7,universitario,0.71,4,1
3756,3.3,terciario,0.73,10,0
808,0.6,secundario,0.22,1,0
4381,15.1,universitario,0.6,3,1
1194,0.8,secundario,0.17,1,0
4940,1.4,universitario,0.9,23,0
1477,0.4,secundario,0.4,1,0
5014,0.7,universitario,0.97,23,1
173,1.6,secundario,0.25,0,0
2023,0.6,universitario,0.35,1,0
3274,10.0,terciario,0.66,11,0
1865,0.6,universitario,0.58,5,0
844,0.9,secundario,0.1,0,0
4419,18.0,terciario,0.82,0,1
1106,1.7,terciario,0.21,0,0
2769,5.8,terciario,0.69,11,1
1291,0.5,secundario,0.35,0,0
4732,0.7,universitario,0.97,24,1
2702,7.7,terciario,0.76,9,1
1226,1.1,terciario,0.23,0,0
1342,1.0,terciario,0.0,0,0
4707,0.7,universitario,0.95,23,1
4231,20.4,terciario,0.8,10,1
3543,4.5,terciario,0.54,7,1
1099,0.9,terciario,0.22,1,0
3487,7.4,universitario,0.57,11,0
2785,6.5,terciario,0.63,14,0
1678,0.8,universitario,0.62,2,0
4891,0.8,universitario,0.99,22,1
1927,0.7,universitario,0.75,3,0
3393,10.0,universitario,0.69,16,1
5090,0.8,universitario,0.9,25,0
3637,5.2,terciario,0.68,11,0
541,0.9,secundario,0.15,0,0
5052,1.5,universitario,0.92,24,1
1201,0.6,secundario,0.18,0,0
4111,19.4,universitario,0.61,2,1
3159,8.0,universitario,0.57,14,0
750,0.9,secundario,0.06,0,0
1647,0.6,universitario,0.62,1,0
4857,0.7,universitario,0.9,24,1
3661,4.1,terciario,0.57,6,0
3987,22.3,universitario,0.8,6,0
3842,3.0,terciario,0.62,5,0
731,0.8,secundario,0.11,1,0
773,1.0,secundario,0.21,1,0
1350,0.3,terciario,0.12,0,0
583,0.7,secundario,0.02,0,0
1685,0.4,universitario,0.49,4,0
3175,5.6,universitario,0.67,10,0
4728,1.2,universitario,0.95,23,1
3139,4.2,universitario,0.57,5,0
1563,0.6,terciario,0.29,2,0
4030,17.5,terciario,0.57,4,1
3722,6.1,terciario,0.62,5,0
2679,7.9,universitario,0.71,6,0
3902,14.5,terciario,0.77,6,1
150,0.4,secundario,0.27,3,0
4390,13.5,universitario,0.78,6,1
3445,3.0,universitario,0.64,10,1
959,0.8,secundario,0.17,2,0
1173,1.4,terciario,0.21,0,0
820,0.8,secundario,0.26,0,0
3818,6.7,terciario,0.7,5,0
2732,3.9,terciario,0.67,11,0
4974,1.3,universitario,0.96,22,1
1761,0.5,universitario,0.64,0,0
1757,0.5,universitario,0.69,4,0
2526,0.3,universitario,0.44,0,0
3625,8.2,terciario,0.68,9,0
4330,19.5,terciario,0.61,4,1
5075,1.1,universitario,0.92,23,1
3410,3.8,terciario,0.62,8,0
4577,14.0,universitario,0.79,2,1
3406,5.7,universitario,0.71,5,0
4852,1.2,universitario,0.96,23,1
4227,18.8,terciario,0.89,7,1
2707,5.9,universitario,0.68,8,1
1486,1.2,secundario,0.32,1,0
3936,25.4,terciario,0.86,0,1
1500,0.3,secundario,0.11,0,0
1296,0.5,secundario,0.26,3,0
1509,1.7,secundario,0.36,0,0
3925,15.2,universitario,0.78,2,1
1899,0.8,universitario,0.74,2,0
1576,0.0,terciario,0.16,0,0
5066,1.4,universitario,0.98,21,1
136,0.6,secundario,0.07,0,0
3642,7.3,terciario,0.65,8,1
2446,0.3,universitario,0.74,1,0
4779,1.0,universitario,0.91,23,0
2460,0.4,universitario,0.57,4,0
2307,0.1,universitario,0.52,2,0
3868,11.7,terciario,0.82,0,1
1387,0.7,secundario,0.3,0,0
450,0.5,secundario,0.25,1,0
2238,0.8,universitario,0.7,3,0
2792,5.7,universitario,0.71,14,1
4661,0.5,universitario,0.96,24,1
4068,20.3,universitario,0.58,11,1
1782,0.3,universitario,0.64,1,0
4935,0.6,universitario,0.95,23,1
1544,2.0,secundario,0.29,0,0
3344,7.8,terciario,0.6,13,1
1772,0.7,universitario,0.47,2,0
3937,10.0,terciario,0.85,5,1
1280,0.0,secundario,0.17,1,0
2899,7.5,terciario,0.67,13,0
1793,0.5,universitario,0.64,2,0
4057,21.6,terciario,0.78,7,1
473,0.7,secundario,0.0,2,0
3711,6.6,universitario,0.68,10,1
2017,0.4,universitario,0.44,1,0
1458,1.3,secundario,0.07,1,0
1926,0.5,universitario,0.6,0,0
887,1.6,terciario,0.38,0,0
570,1.2,secundario,0.23,0,0
241,1.2,secundario,0.39,1,0
889,0.6,secundario,0.07,0,0
424,0.6,secundario,0.33,2,0
151,0.6,secundario,0.37,0,0
815,1.3,secundario,0.17,2,0
4990,1.2,universitario,0.9,23,1
2941,7.3,universitario,0.63,11,0
2547,0.7,universitario,0.63,3,0
4914,1.4,universitario,0.95,20,1
4520,22.1,terciario,0.68,1,1
4697,0.6,universitario,0.91,23,1
3116,5.0,universitario,0.55,9,0
2767,7.2,universitario,0.53,5,0
507,1.3,terciario,0.2,2,0
3825,5.7,terciario,0.61,14,1
1105,0.8,secundario,0.05,1,0
3888,15.3,terciario,0.76,3,1
991,0.8,secundario,0.24,0,0
2512,0.1,universitario,0.75,1,0
2646,6.4,universitario,0.77,12,0
4934,0.9,universitario,1.0,21,1
2491,0.4,universitario,0.63,1,0
4041,19.4,terciario,0.91,7,1
143,0.4,secundario,0.14,0,0
2931,8.3,terciario,0.61,11,1
4066,19.7,universitario,0.81,0,1
404,0.8,secundario,0.15,1,0
4614,1.0,universitario,0.93,22,0
3848,6.0,terciario,0.74,10,1
765,1.2,terciario,0.13,0,0
1278,0.4,secundario,0.08,0,0
2777,8.1,universitario,0.66,5,0
2048,0.6,universitario,0.49,1,0
2602,5.3,terciario,0.59,12,1
1574,0.8,terciario,0.15,1,0
3584,7.3,terciario,0.67,9,1
3621,8.5,universitario,0.72,14,0
2233,0.6,universitario,0.53,2,0
1127,0.3,secundario,0.15,1,0
1062,0.9,secundario,0.16,0,0
2990,7.7,universitario,0.71,7,0
3235,8.0,terciario,0.79,5,0
2110,0.3,universitario,0.56,3,0
2250,0.6,universitario,0.6,3,0
3424,10.0,terciario,0.53,14,0
2439,0.6,universitario,0.72,4,0
3989,12.8,universitario,0.81,1,1
405,0.7,secundario,0.2,2,0
1541,0.9,secundario,0.34,0,0
1597,0.9,secundario,0.2,0,0
2753,3.0,universitario,0.65,5,0
2976,8.0,terciario,0.8,16,1
1017,1.6,secundario,0.04,1,0
