satisfaccion_laboral,ultima_evaluacion_desempeño,average_montly_hours,time_spend_company,fue_promocionado,Department,ultima_evaluacion_superior,salida,edad,estado_civil,ausencias_90d,tardanzas_90d,salidas_tempranas_90d,horas_extras_90d
0.89,0.77,144,3,0,management,0.8161413978,0,47,2,2,4,3,4
0.6,0.91,211,3,0,sales,0.7884796029,0,28,1,2,0,0,0
0.64,0.79,139,3,0,sales,0.7356555427,0,45,2,2,5,3,3
0.57,0.66,268,3,0,sales,0.8078443387,0,46,1,1,3,2,1
0.56,0.98,171,3,0,sales,1,0,56,1,3,3,0,2
0.6,0.9,260,2,0,sales,0.96902255,0,47,1,2,0,1,4
0.17,0.66,224,3,0,sales,0.5738751857,0,26,2,3,4,2,4
0.74,0.49,233,3,0,sales,0.3636346213,0,59,0,2,0,1,2
0.44,0.41,125,7,0,sales,0.3430705069,0,56,2,0,3,0,4
0.51,0.89,233,7,0,sales,0.8146695156,0,51,0,1,1,1,1
0.86,0.57,162,7,0,sales,0.4903632302,0,46,0,2,1,1,2
0.96,0.48,198,7,0,sales,0.3878262966,0,45,1,0,4,0,4
0.87,0.82,198,7,0,sales,0.8424267072,0,51,1,5,2,3,6
0.58,0.79,243,3,0,sales,0.7384310428,0,41,1,1,2,2,2
0.24,0.56,281,7,0,sales,0.6561035045,0,24,0,2,4,3,4
0.42,0.8,259,7,0,sales,0.7051842254,0,53,2,3,2,3,3
0.65,0.94,184,7,0,sales,0.9293881213,0,29,1,0,3,2,1
0.73,0.92,189,3,0,sales,0.7740973509,0,44,0,2,7,1,3
0.63,0.6,258,3,0,sales,0.5945046967,0,37,2,1,3,0,6
0.95,0.48,225,3,0,sales,0.3467514663,0,56,1,3,1,2,5
0.52,0.83,145,3,0,sales,0.9733170536,0,46,0,2,0,2,5
0.96,0.55,164,3,0,sales,0.6371776386,0,36,1,1,2,1,3
0.66,0.51,254,2,0,sales,0.507033443,0,29,2,2,3,2,4
0.98,0.44,154,6,0,sales,0.3159762075,0,55,1,0,3,1,1
0.56,0.79,248,3,0,sales,0.8177336322,0,46,1,1,2,1,3
0.97,0.54,154,8,0,sales,0.6176291252,0,40,1,3,1,1,3
0.72,0.92,242,8,0,sales,0.8272151759,0,34,2,1,0,1,2
0.74,0.78,194,8,0,sales,0.8004625022,0,33,1,0,2,2,4
0.2,0.6,261,8,0,sales,0.6942632695,0,36,0,1,2,2,5
0.73,0.56,245,8,0,sales,0.6404743333,0,44,0,0,1,2,7
0.76,0.79,247,3,0,sales,0.8808976054,0,23,1,0,0,1,5
0.65,0.54,147,10,0,sales,0.6537970275,0,44,1,2,3,2,4
0.66,0.5,139,10,0,sales,0.6313046306,0,26,1,0,1,1,6
0.96,0.97,137,10,0,sales,0.9416563466,0,55,1,3,1,2,3
0.57,0.55,177,8,0,sales,0.5706307308,0,31,2,0,2,3,4
0.61,0.82,184,8,0,IT,0.9071978578,0,48,0,1,0,0,2
0.57,0.69,212,8,0,product_mng,0.7491419442,0,25,2,1,3,1,3
0.59,0.47,159,4,0,product_mng,0.6186560685,0,25,1,2,1,1,2
0.92,0.68,178,3,0,product_mng,0.5341032953,0,29,1,0,4,1,3
0.79,0.56,149,10,0,product_mng,0.5165399646,0,27,1,2,0,0,3
0.95,0.66,223,10,0,IT,0.5943083779,0,46,1,1,1,2,1
0.24,0.81,263,7,0,management,0.738694755,0,48,0,1,3,0,6
0.49,0.52,161,7,0,management,0.4367589347,0,41,0,2,2,0,1
0.49,0.68,192,7,0,management,0.7427371522,0,48,1,4,1,1,1
0.97,0.51,215,7,0,management,0.385427842,0,28,2,3,2,3,4
0.55,0.78,261,3,0,management,0.8524826502,0,44,1,3,5,1,3
0.76,0.56,222,10,0,management,0.6180277526,0,41,2,0,3,0,4
0.53,0.99,223,10,0,marketing,0.9152412398,0,55,1,0,7,2,3
0.51,0.86,182,10,0,sales,0.7858501349,0,50,2,0,4,2,7
0.57,0.93,204,10,0,accounting,0.9686581756,0,26,2,0,1,1,4
0.58,0.91,195,10,0,support,0.9886513316,0,48,1,1,1,1,1
0.6,0.98,146,10,0,technical,1,0,33,0,1,2,0,4
0.65,0.74,233,4,0,management,0.8456418692,0,38,2,0,1,1,5
0.91,0.75,147,3,0,marketing,0.8894648982,0,58,1,1,1,2,3
0.65,0.55,156,5,0,marketing,0.5744154686,0,55,1,1,3,0,3
0.18,0.49,240,2,0,marketing,0.6125966684,0,51,2,0,2,2,3
0.66,0.9,177,7,0,sales,0.992553982,0,57,0,4,1,2,3
0.78,0.8,135,7,0,sales,0.9184002873,0,27,0,2,1,1,3
0.82,0.65,178,7,0,sales,0.5034879804,0,53,1,2,2,1,3
0.54,0.64,190,7,0,sales,0.7797708976,0,53,1,1,3,0,1
0.95,0.84,240,7,0,sales,0.8320590489,0,30,0,1,1,2,4
0.65,0.85,172,3,0,sales,0.9394548969,0,43,1,3,6,2,6
0.83,0.55,271,7,0,sales,0.4381612358,0,31,2,0,2,2,2
0.15,0.6,188,7,0,sales,0.5687823287,0,50,0,1,2,3,1
0.59,0.59,197,7,0,IT,0.5214381989,0,32,2,2,1,3,1
0.99,0.94,151,3,0,product_mng,0.8774976312,0,49,1,3,1,2,1
0.76,0.72,263,3,0,product_mng,0.606976686,0,23,1,1,2,2,3
0.64,0.67,223,3,0,product_mng,0.7617291498,0,42,1,0,0,1,4
0.95,0.75,151,3,0,product_mng,0.6027726944,0,52,1,3,2,1,3
0.53,0.66,191,3,0,IT,0.6037516371,0,38,0,0,4,1,3
0.59,0.5,162,2,0,management,0.402323163,0,48,0,1,4,0,3
0.69,0.86,195,6,0,management,0.8867116822,0,51,1,1,0,1,2
0.5,0.49,222,3,0,management,0.4162757208,0,29,1,1,2,1,1
0.89,0.96,179,8,0,management,0.8876995364,0,58,1,3,1,1,0
0.56,0.39,106,8,0,management,0.3865014432,0,26,1,0,2,1,4
0.77,0.68,214,8,0,management,0.7258067118,0,47,0,4,4,1,2
0.15,0.75,259,8,0,marketing,0.6363914114,0,27,1,3,3,2,3
0.88,0.58,145,8,0,sales,0.4826534357,0,37,2,1,3,3,0
0.89,0.86,153,3,0,accounting,0.7841524234,0,22,0,0,0,2,4
0.65,0.52,117,10,0,support,0.6621244642,0,30,2,3,3,0,4
0.58,0.99,207,10,0,technical,0.95914575,0,42,1,0,3,5,3
0.56,0.85,265,10,0,management,0.8796970272,0,28,2,2,1,3,5
0.25,0.72,279,8,0,marketing,0.6424628438,0,36,0,4,2,0,2
0.87,0.89,225,8,0,marketing,0.8871378575,0,45,1,2,0,2,2
0.62,0.4,158,8,0,marketing,0.2722357523,0,26,1,2,5,0,2
0.72,0.75,211,4,0,sales,0.6104226438,0,59,2,1,3,1,2
0.49,0.94,175,3,0,sales,0.930620058,0,50,1,1,0,1,3
0.57,0.91,224,10,0,sales,0.8795977863,0,32,1,0,2,0,5
0.63,0.65,190,10,0,sales,0.5410640959,0,25,1,1,4,0,2
0.91,0.63,240,7,0,sales,0.6862804287,0,31,1,1,2,0,2
0.7,0.68,225,7,0,sales,0.8278710473,0,55,1,1,2,2,2
0.66,0.95,192,7,0,sales,0.9186940464,0,25,0,2,2,1,2
0.77,0.48,262,7,0,IT,0.5173675908,0,31,0,0,3,0,1
0.68,0.97,250,3,0,product_mng,1,0,54,0,0,1,1,1
0.34,0.46,155,10,0,product_mng,0.5594604917,0,39,1,0,2,1,3
0.97,0.64,238,10,0,product_mng,0.629065667,0,33,1,1,3,0,4
0.57,0.75,249,10,0,product_mng,0.8212468453,0,44,1,4,0,0,4
0.66,0.65,272,10,0,IT,0.5384405121,0,46,0,0,0,1,4
0.68,0.67,162,10,0,management,0.6736311566,0,58,1,1,2,0,6
0.49,0.78,254,10,0,management,0.7137180832,0,25,0,2,1,3,3
0.72,0.66,184,3,0,management,0.5583491064,0,34,1,1,2,0,1
0.77,0.89,269,10,0,management,0.8678842719,0,39,0,0,2,2,2
0.77,0.73,201,10,0,management,0.6193043663,0,50,0,1,2,0,1
0.59,0.73,247,10,0,management,0.7896955325,0,51,1,1,4,0,3
0.41,0.67,221,10,0,marketing,0.6568720132,0,59,0,2,2,1,1
0.94,0.64,247,10,0,sales,0.6493433898,0,49,1,1,1,0,8
0.91,0.61,135,10,0,accounting,0.5039127816,0,28,0,2,3,1,2
0.7,0.84,260,4,0,support,0.7319314983,0,45,2,2,2,4,2
0.51,0.52,188,3,0,technical,0.5450246306,0,31,1,2,2,2,6
0.22,0.7,159,5,0,management,0.8455029243,0,58,0,5,2,1,3
0.69,0.65,153,2,0,marketing,0.528875175,0,48,1,3,3,2,3
0.2,0.68,167,7,0,marketing,0.6157194286,0,42,1,3,4,0,4
0.9,0.85,158,7,0,marketing,0.960837735,0,57,1,1,3,1,5
0.76,0.85,180,7,0,sales,0.7216816037,0,50,1,1,0,1,0
0.88,0.51,211,7,0,sales,0.6227657164,0,28,1,0,4,0,3
0.31,0.63,104,7,0,sales,0.637285795,0,34,0,3,2,3,5
0.17,0.66,174,3,0,sales,0.6324800322,0,44,0,1,2,1,4
0.91,0.77,195,7,0,sales,0.7129041693,0,46,0,1,3,0,3
0.97,0.38,211,7,0,sales,0.3191351474,0,34,0,3,1,1,3
0.61,0.77,232,7,0,sales,0.7117407747,0,58,0,1,0,2,4
0.74,0.67,216,3,0,sales,0.7854409243,0,51,1,1,2,2,3
0.65,0.82,265,3,0,IT,0.8871385691,0,47,1,0,0,1,4
0.87,0.73,184,3,0,product_mng,0.7809169023,0,33,2,0,4,0,1
0.56,0.71,244,3,0,product_mng,0.7996247447,0,22,1,1,1,1,2
0.78,0.69,202,3,0,product_mng,0.6171343989,0,39,1,2,2,2,0
0.73,0.57,146,2,0,product_mng,0.6054128436,0,42,1,2,0,0,4
0.66,0.78,161,6,0,IT,0.7680198717,0,45,1,1,3,2,3
0.15,0.81,280,3,0,RandD,0.8947324906,0,38,2,1,2,0,0
0.52,0.69,208,8,0,RandD,0.6327768331,0,30,0,2,3,0,3
0.44,0.66,134,8,0,RandD,0.7029535851,0,49,1,0,3,1,4
0.7,0.7,162,8,0,RandD,0.8146637235,0,36,2,1,8,1,2
0.63,0.52,209,8,0,RandD,0.4906451429,0,34,0,3,2,1,2
0.89,0.59,265,8,0,RandD,0.4599866262,0,49,0,2,4,2,4
0.96,0.85,173,3,0,marketing,0.8548152467,0,38,1,1,0,0,4
0.98,0.99,261,10,0,sales,0.9437917463,0,30,1,1,0,1,5
0.62,0.82,204,10,0,accounting,0.8716676142,0,42,1,2,1,0,1
0.62,0.73,144,10,0,support,0.8653098774,0,51,0,2,2,3,2
0.69,0.43,113,8,0,technical,0.4256824954,0,32,1,2,1,0,3
0.5,0.91,144,8,0,management,0.899857069,0,51,0,6,4,2,5
0.71,0.93,140,8,0,marketing,0.9763754401,0,57,1,0,2,1,4
0.5,0.68,245,4,0,marketing,0.5610492511,0,46,1,1,5,2,1
0.93,0.6,188,3,0,marketing,0.5260518567,0,28,2,1,3,2,2
0.95,0.77,199,10,0,sales,0.8956937977,0,41,1,3,2,2,4
0.17,0.61,154,10,0,sales,0.660982784,0,56,1,3,2,0,1
0.92,0.68,138,7,0,sales,0.5340332132,0,31,2,2,1,0,3
0.64,0.48,147,7,0,sales,0.3913876418,0,56,1,2,5,0,4
0.27,0.42,173,7,0,sales,0.4748511798,0,22,1,1,3,0,4
0.66,0.87,223,7,0,sales,0.9493197608,0,35,1,1,5,1,3
0.59,0.69,200,3,0,sales,0.7919578718,0,26,0,1,1,1,3
0.93,0.98,189,10,0,sales,0.917653041,0,59,1,0,0,2,5
0.58,0.67,133,10,0,technical,0.7993085789,0,55,2,0,0,0,4
0.96,0.6,160,10,0,support,0.6158840681,0,45,1,2,0,1,5
0.69,0.85,153,10,0,support,0.9089617067,0,25,1,1,2,1,1
0.41,0.38,142,10,0,support,0.4090216588,0,48,1,3,1,0,4
0.36,0.41,167,10,0,support,0.2968220164,0,26,1,2,1,2,5
0.71,0.78,227,2,0,support,0.9189343978,0,34,1,1,3,2,3
0.94,0.9,144,4,0,support,0.786862674,0,42,2,1,1,3,6
0.51,0.76,140,3,0,support,0.6864645869,0,58,1,3,3,2,1
0.83,0.48,220,3,0,support,0.5740883641,0,53,1,1,1,2,5
0.22,0.62,180,3,0,support,0.6555790885,0,59,2,4,3,1,4
0.66,0.89,173,4,0,support,0.9914447496,0,52,1,0,3,0,2
0.14,0.58,179,5,0,support,0.5847208565,0,53,1,1,2,0,4
0.16,0.96,137,5,0,technical,0.9230979706,0,36,1,0,2,0,3
0.81,0.78,165,3,0,technical,0.9065536499,0,51,1,5,2,1,2
0.73,0.94,177,3,0,technical,0.8008756953,0,28,1,1,2,2,7
0.7,0.58,168,3,0,management,0.6868390661,0,59,1,0,1,3,4
0.62,0.73,245,4,0,IT,0.6492453356,0,52,1,1,3,3,4
0.5,0.83,258,2,0,IT,0.9346208983,0,47,1,3,3,2,5
0.7,0.88,159,2,0,IT,0.771758984,0,57,1,0,3,1,2
0.53,0.73,163,3,0,IT,0.7540656891,0,47,0,1,2,1,2
0.87,0.9,174,2,0,IT,1,0,23,0,0,2,0,1
0.59,0.6,214,2,0,product_mng,0.5920618941,0,30,0,0,2,2,2
0.94,0.67,191,3,0,product_mng,0.7439700021,0,26,1,0,3,0,2
0.2,0.53,272,5,0,product_mng,0.6214014854,0,48,1,2,3,0,6
0.42,0.44,183,2,0,product_mng,0.5109482626,0,33,0,6,2,0,5
0.43,0.66,135,2,0,IT,0.7875989211,0,56,0,1,2,2,4
0.43,0.76,154,2,0,management,0.7440502692,0,50,0,0,5,0,5
0.77,0.86,238,3,0,management,0.7619376317,0,37,1,1,0,1,0
0.76,0.98,235,3,0,management,0.8443433191,0,40,1,1,1,0,4
0.82,0.9,215,4,0,management,0.8239379609,0,48,2,2,2,2,2
0.75,0.66,234,2,0,management,0.5529592512,0,39,2,3,4,1,6
0.63,0.98,187,3,0,management,0.9973846224,0,34,1,0,0,2,5
0.51,0.75,133,3,0,sales,0.6554836012,0,51,2,2,3,3,5
0.23,0.7,123,5,0,sales,0.5616801122,0,47,1,3,2,1,7
0.77,0.58,202,3,0,sales,0.4407969487,0,27,2,2,0,4,5
0.54,0.63,140,3,0,sales,0.7294708495,0,24,1,0,2,0,3
0.63,0.85,182,3,0,sales,0.8774349794,0,44,0,3,4,1,1
0.55,0.45,179,2,0,sales,0.4074255906,0,33,0,1,4,2,3
0.31,0.63,150,3,0,sales,0.7482684128,0,36,1,1,3,0,3
0.98,0.74,151,3,0,sales,0.6110589834,0,22,1,3,2,1,3
0.16,0.95,117,7,0,sales,1,0,29,1,2,1,1,3
0.54,0.78,156,7,0,sales,0.8148875371,0,52,1,1,2,1,2
0.73,0.48,211,7,0,sales,0.3850392762,0,32,0,0,2,2,4
0.16,0.63,286,7,1,sales,0.6837207297,0,38,1,3,0,2,4
0.57,0.82,233,7,1,sales,0.8990143779,0,48,1,3,2,1,2
0.88,0.88,222,3,1,sales,0.858802835,0,52,0,1,2,5,4
0.95,0.81,258,7,1,sales,0.9184897819,0,48,1,2,2,1,1
0.93,0.7,231,7,1,sales,0.5952197222,0,35,1,1,2,4,5
0.91,0.58,220,7,1,sales,0.5136512751,0,44,0,0,3,1,2
0.77,0.82,134,3,1,sales,0.6980477085,0,26,0,1,2,1,6
0.24,0.94,141,3,0,sales,0.8532633522,0,51,1,2,0,0,2
0.74,0.74,160,3,0,sales,0.6616186436,0,55,1,1,1,0,2
0.53,0.59,259,3,0,sales,0.7152899573,0,40,0,0,2,2,2
0.89,0.77,232,3,0,sales,0.6434329066,0,52,1,0,1,3,6
0.23,0.77,272,2,0,sales,0.7482245361,0,37,2,3,1,0,3
0.69,0.66,215,6,0,sales,0.6697196062,0,48,2,5,1,1,1
0.52,0.72,222,3,0,sales,0.8396079161,0,47,1,1,1,1,3
0.9,0.58,244,8,0,sales,0.7293088656,0,60,2,1,3,1,5
0.92,0.63,224,8,0,sales,0.7060164345,0,50,1,1,3,1,4
0.72,0.59,200,8,0,sales,0.7312372972,0,60,1,4,2,1,3
0.92,0.61,143,8,0,sales,0.6961303398,0,50,1,4,3,1,4
0.79,0.86,238,8,0,sales,0.9989607923,0,52,1,1,3,1,3
0.48,0.89,145,3,0,sales,0.9521812178,0,23,2,2,2,0,2
0.27,0.76,108,10,0,sales,0.6339290276,0,27,0,2,2,1,5
0.67,0.49,247,10,0,sales,0.4605760561,0,30,1,0,3,1,4
0.48,0.7,213,10,0,sales,0.7439791851,0,36,1,2,3,2,3
0.99,0.6,209,8,0,IT,0.5552155528,0,41,2,5,3,2,1
0.49,0.88,240,8,0,product_mng,0.8120151754,0,23,1,0,1,2,6
0.39,0.45,100,8,0,product_mng,0.4732197801,0,24,1,1,1,2,3
0.99,0.92,265,4,0,product_mng,1,0,51,1,2,3,1,4
0.78,0.57,209,3,0,product_mng,0.4304945621,0,29,2,1,1,3,3
0.5,0.73,154,10,0,IT,0.8107693611,0,42,1,1,2,1,6
0.61,0.79,230,10,0,management,0.8568181834,0,60,1,3,3,1,2
0.88,0.6,208,7,1,management,0.7391860276,0,34,0,0,4,4,5
0.44,0.44,141,7,1,management,0.5692133667,0,58,0,1,5,3,3
0.73,0.78,262,7,1,management,0.8586697686,0,53,1,0,0,0,4
0.58,0.84,206,7,1,management,0.8461226294,0,35,0,4,4,1,4
0.74,0.98,166,3,1,management,0.891280266,0,22,1,1,2,0,5
0.32,0.48,117,10,1,marketing,0.4935707155,0,48,0,2,2,1,3
0.88,0.83,273,10,0,sales,0.9096055982,0,45,0,4,2,1,3
0.81,0.9,270,10,0,accounting,1,0,43,0,1,2,3,7
0.59,0.92,138,10,0,support,1,0,35,0,3,2,3,3
0.79,0.65,235,10,0,technical,0.5585800806,0,29,1,4,2,2,3
0.92,0.64,190,10,0,management,0.6699058943,0,48,2,1,1,1,4
0.76,0.85,192,3,0,marketing,0.7996520379,0,24,0,0,1,2,1
0.91,0.65,214,3,0,marketing,0.5027617002,0,54,1,2,3,0,2
0.8,0.84,242,2,0,marketing,0.7500662807,0,42,1,2,4,1,4
0.73,0.72,233,2,0,sales,0.603966195,0,53,0,2,2,0,5
0.88,0.53,218,4,0,sales,0.6328157371,0,53,0,1,1,1,5
0.65,0.4,125,4,0,sales,0.3275518756,0,45,1,1,2,1,3
0.84,0.5,178,2,0,sales,0.4354093907,0,32,2,1,3,4,1
0.93,0.5,272,3,0,sales,0.6379809715,0,58,1,0,1,1,7
0.64,0.6,265,4,0,sales,0.5637260169,0,42,0,3,4,2,1
0.66,0.72,271,3,0,sales,0.572875692,0,39,0,3,2,1,6
0.76,0.56,179,3,0,sales,0.4951538445,0,32,2,2,0,0,4
0.34,0.72,118,4,0,IT,0.6057898742,0,48,1,5,3,2,4
0.48,0.8,196,5,0,product_mng,0.6808425685,0,59,0,1,1,3,3
0.79,0.61,173,2,0,product_mng,0.483246187,0,22,1,4,2,1,2
0.82,0.67,156,3,0,product_mng,0.6979778411,0,50,1,2,2,2,3
0.51,0.71,180,3,0,product_mng,0.6168043171,0,42,2,3,2,3,2
0.84,0.78,263,3,0,IT,0.7383728382,0,50,0,0,4,0,1
0.66,0.79,134,3,0,management,0.8986053148,0,30,0,3,1,3,3
0.72,0.88,189,3,0,management,0.8573014419,0,28,2,1,4,3,4
0.53,0.91,167,4,0,management,1,0,59,0,1,3,2,1
0.81,0.8,132,2,0,management,0.799381416,0,52,0,2,2,2,3
0.58,0.9,209,2,0,management,0.8696509845,0,48,1,3,0,0,1
0.82,0.56,227,5,0,management,0.6351166781,0,53,0,1,2,0,2
0.72,0.99,239,3,0,marketing,0.8619525296,0,26,0,3,2,0,3
0.9,0.54,172,4,0,sales,0.4168435149,0,54,0,0,3,0,4
0.98,0.91,188,4,0,accounting,0.9555921142,0,36,0,2,2,1,6
0.56,0.74,265,3,0,support,0.736082214,0,26,0,3,2,2,3
0.77,0.82,153,3,0,technical,0.9071245751,0,41,2,2,0,3,2
0.61,0.89,242,2,0,management,1,0,59,0,2,3,1,2
0.97,0.61,262,3,1,marketing,0.5765100633,0,58,1,0,2,0,1
0.64,0.55,246,2,1,marketing,0.578923008,0,38,1,4,0,1,7
0.99,0.97,211,2,1,marketing,0.9702089883,0,25,0,3,3,0,2
0.61,0.42,145,4,1,sales,0.5644831967,0,42,1,2,2,4,1
0.72,0.71,256,3,1,sales,0.8093253222,0,55,2,0,0,2,4
0.67,0.91,245,2,1,sales,1,0,26,1,1,0,4,2
0.9,0.56,151,3,0,sales,0.4863020263,0,25,0,0,1,1,2
0.9,0.73,245,2,0,sales,0.8117579269,0,43,2,3,2,1,1
0.63,0.61,171,3,0,sales,0.5396419675,0,35,0,3,1,1,1
0.64,0.88,252,2,0,sales,0.79262276,0,25,0,0,1,0,7
0.44,0.65,175,2,0,IT,0.7832798479,0,29,2,2,2,0,2
0.64,0.94,210,3,0,product_mng,0.795791325,0,24,0,1,1,1,3
0.65,0.95,180,2,0,product_mng,1,0,50,2,2,3,2,2
0.69,0.9,103,5,0,product_mng,0.7947785691,0,47,0,2,1,0,3
0.93,0.51,110,3,0,product_mng,0.6058314245,0,51,0,1,2,1,5
0.73,0.9,184,3,0,IT,0.8327767659,0,33,0,4,2,1,5
0.83,0.6,161,2,0,management,0.5552106982,0,36,1,0,1,1,2
0.82,0.49,210,3,0,management,0.4050273134,0,23,2,0,1,0,5
0.39,0.91,212,2,0,management,0.9356542127,0,22,2,2,1,0,3
0.53,0.47,106,6,0,management,0.4244286643,0,49,0,4,4,0,4
0.88,0.81,179,3,0,management,0.8572179118,0,56,1,0,0,1,4
0.8,0.6,217,3,0,management,0.4546941954,0,55,1,1,6,1,1
0.68,0.79,184,3,0,marketing,0.6593124651,0,25,1,1,0,3,4
0.66,0.6,210,2,0,sales,0.4798983458,0,39,1,1,1,1,2
0.61,0.61,246,2,0,accounting,0.5856981056,0,33,1,0,0,2,2
0.74,0.55,262,3,0,support,0.6444388518,0,42,2,1,1,3,3
0.61,0.83,245,3,1,technical,0.9464533731,0,31,2,2,2,1,2
0.57,0.99,222,3,1,management,0.913443222,0,42,1,0,4,2,2
0.68,0.54,146,4,1,marketing,0.5623109173,0,46,0,2,1,0,3
0.75,0.79,263,3,1,marketing,0.8705094978,0,38,0,0,5,2,3
0.29,0.57,134,2,1,marketing,0.506648829,0,27,1,2,2,1,4
0.81,0.81,250,4,1,sales,0.782702321,0,35,2,2,1,0,4
0.53,0.68,173,3,0,sales,0.6871922608,0,58,1,0,2,1,3
0.42,0.96,173,3,0,sales,0.8504624539,0,39,2,2,4,4,3
0.64,0.67,252,3,0,sales,0.5277946881,0,51,0,3,3,0,2
0.63,0.5,230,4,0,sales,0.3958417428,0,30,0,5,1,1,4
0.81,0.81,212,2,0,sales,0.8480560864,0,35,2,1,2,1,2
0.71,0.66,187,2,0,sales,0.5320854785,0,38,1,2,3,0,2
0.7,0.83,241,2,0,sales,0.7369089095,0,55,2,3,0,0,3
0.53,1,164,4,0,IT,0.9513561657,0,43,0,0,1,2,0
0.16,0.93,218,6,0,product_mng,0.8033610193,0,53,2,1,3,2,7
0.17,0.55,194,3,0,product_mng,0.4575097813,0,33,0,3,0,2,2
0.7,0.95,158,2,0,product_mng,1,0,37,1,1,0,1,2
0.43,0.88,149,4,0,product_mng,0.7357897397,0,43,0,1,1,2,2
0.49,0.62,161,2,0,IT,0.6660295773,0,59,0,2,3,1,5
0.5,0.9,226,2,0,management,0.8653226793,0,60,2,1,4,2,2
0.57,0.59,111,2,0,management,0.6417946218,0,23,2,1,3,0,7
0.68,0.75,258,3,0,management,0.7766075161,0,29,0,1,1,0,1
0.62,0.61,266,2,0,management,0.5270496263,0,22,2,2,3,0,3
0.69,0.75,253,3,0,management,0.8541628463,0,26,1,2,3,2,2
0.63,0.7,160,3,0,management,0.6975821148,0,57,1,1,3,0,3
0.76,0.62,230,3,0,marketing,0.7167608057,0,38,0,1,0,2,3
0.62,0.76,198,3,0,sales,0.7318037609,0,51,0,1,8,0,2
0.82,0.69,250,3,0,accounting,0.8354056662,0,36,1,2,1,0,4
0.2,0.7,225,5,0,support,0.7811468076,0,41,0,0,1,1,5
0.16,0.7,178,3,0,technical,0.8397850615,0,57,0,3,3,2,0
0.2,0.78,196,3,0,management,0.7842979437,0,23,1,0,1,0,5
0.53,0.51,240,2,0,marketing,0.5021073397,0,25,0,1,5,0,0
0.71,0.63,204,3,0,marketing,0.7066361428,0,45,1,1,3,2,6
0.7,0.93,250,3,0,marketing,1,0,23,1,2,4,5,3
0.92,0.94,224,2,0,sales,1,0,23,2,0,3,1,3
0.81,0.92,268,3,0,sales,0.8673655718,0,22,1,2,2,3,2
0.79,0.62,167,3,0,sales,0.7096113722,0,34,1,3,5,2,3
0.53,0.64,168,3,0,sales,0.5531936793,0,27,0,5,1,0,2
0.51,0.56,168,2,0,sales,0.573672304,0,43,2,3,2,0,5
0.78,0.9,158,3,0,sales,0.8039544445,0,38,0,4,4,0,6
0.5,0.91,240,3,0,sales,0.8642192085,0,43,1,1,3,1,1
0.92,1,261,4,0,sales,1,0,27,2,2,3,4,5
0.59,0.54,176,2,0,technical,0.4338272099,0,24,1,0,0,1,4
0.77,0.55,217,3,0,support,0.5897202685,0,27,1,2,0,4,0
0.74,0.87,224,2,0,support,0.8978862819,0,38,1,0,3,0,9
0.67,0.97,196,3,0,support,0.8562215058,0,56,2,1,4,3,3
0.56,0.59,223,3,0,support,0.5377937131,0,58,0,0,3,1,2
0.84,0.44,131,5,0,support,0.4588944514,0,56,2,5,0,2,2
0.53,0.77,167,2,0,support,0.6761535827,0,44,1,1,3,4,4
0.86,0.71,273,3,0,support,0.8001870969,0,29,0,2,0,1,3
0.77,0.68,98,3,0,support,0.8216469529,0,28,1,0,2,2,2
0.97,0.94,253,3,0,support,0.85442782,0,31,0,1,2,2,5
0.69,0.87,174,3,0,support,0.7760735894,0,47,2,5,2,1,1
0.73,0.9,274,2,0,support,0.8864805215,0,31,1,2,2,1,2
0.42,0.47,174,5,0,technical,0.5443295831,0,40,1,2,3,1,2
0.4,0.47,173,5,0,technical,0.4044801831,0,44,0,2,2,1,4
0.33,0.41,198,4,0,technical,0.2659639726,0,52,1,4,0,0,1
0.68,0.66,238,2,0,management,0.6723661884,0,54,1,2,4,0,4
0.78,0.8,256,2,0,IT,0.9369801703,0,23,1,1,3,0,3
0.92,0.6,179,2,0,IT,0.5673830566,0,49,2,2,1,3,1
0.66,0.66,273,4,0,IT,0.6360403663,0,53,1,1,1,1,8
0.6,0.45,104,4,0,IT,0.5906705151,0,54,2,0,2,2,6
0.86,0.83,208,3,0,IT,0.8883822835,0,30,0,2,2,0,0
0.61,0.49,275,2,0,product_mng,0.5557515769,0,50,1,2,1,1,1
0.71,0.68,231,2,0,product_mng,0.6988106016,0,36,1,0,2,1,6
0.86,0.62,186,3,0,product_mng,0.7623827633,0,39,2,2,1,0,4
0.96,0.59,241,3,0,product_mng,0.6466599453,0,39,0,2,3,1,0
0.7,0.54,194,2,0,IT,0.6585098255,0,28,1,0,2,1,6
0.38,0.49,196,3,1,management,0.5498136597,0,35,1,0,1,0,1
0.39,0.75,185,3,1,management,0.8205347475,0,50,1,0,2,3,0
0.49,0.4,148,2,1,management,0.3371232766,0,40,0,1,2,0,1
0.78,0.62,150,3,1,management,0.5610436094,0,26,0,1,2,0,5
0.74,0.79,121,5,1,management,0.8748953949,0,26,0,0,4,3,2
0.82,0.76,266,3,1,management,0.6990118868,0,36,2,2,1,0,7
0.6,0.42,109,6,0,sales,0.4388310212,0,47,1,1,2,2,3
0.72,0.99,143,4,0,sales,0.9148056933,0,45,1,1,2,1,3
0.73,0.97,174,3,0,sales,1,0,40,0,0,1,0,3
0.89,0.55,159,2,0,sales,0.4331504054,0,41,0,0,3,0,2
